authority_id,publication_route_id,iso2,country,authority,roles,authority_website,evidence_url,observed_final_url,source_host_scope,publication_route_type,access_state,archive_access_state,publication_relevance,scope_evidence_state,qualification_state,source_route_state,language_hints,language_evidence_state,observed_months_2024_2026,latest_observed_month,provisional_cadence_signal,cadence_contract_recommendation,archive_boundary,source_checked_at,snapshot_generated_at,evidence_notes
ra-auth-gh-fb254f8f7b7486e4,ra-route-52ff69d6a607f10b5a98,GH,Ghana,National Pensions Regulatory Authority,pensions,https://npra.gov.gh/,https://npra.gov.gh/news-and-events/public-notices/,https://npra.gov.gh/news-and-events/public-notices/,authority-owned,news_or_notice,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gi-7e31de165301a6df,ra-route-0f7b89778127e4e68108,GI,Gibraltar,Gibraltar Financial Intelligence Unit (GCID GFIU),financial_intelligence,http://gfiu.gov.gi/,http://gfiu.gov.gi/sanctions,http://gfiu.gov.gi/sanctions,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-gr-40e21055f7dd2ee7,ra-route-c880df60a5fa24609e40,GR,Greece,Hellenic Capital Market Commission*,securities,http://www.hcmc.gr/,http://www.hcmc.gr/el_GR/web/portal/sanctions,http://www.hcmc.gr/el_GR/web/portal/sanctions,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gu-aeaef7b5fdee823f,ra-route-94588ed58cdaab0335fc,GU,Guam,Banking and Insurance Board,prudential_supervision,https://www.guamtax.com/bib/,https://www.guamtax.com/about/enforcement.html,https://www.guamtax.com/about/enforcement.html,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gg-87eb7f978bf58223,ra-route-b87ffd1361e1b8289f38,GG,Guernsey,Financial Intelligence Service (FIS),financial_intelligence,http://www.guernseyfiu.gov.gg/,https://guernseyfiu.gov.gg/article/175899/Sanctions,https://guernseyfiu.gov.gg/article/175899/Sanctions,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-gg-1690e86f5c75413d,ra-route-1be1b207184c8d4005cf,GG,Guernsey,Guernsey Financial Services Commission,prudential_supervision;securities;insurance;pensions,http://www.gfsc.gg/,https://www.gfsc.gg/news/sanctions,https://www.gfsc.gg/news/sanctions,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2026-07;2026-08,2026-08,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-gw-abfb9167853818bc,ra-route-ffb16e6b91d5183de7e8,GW,Guinea-Bissau,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,https://www.bceao.int/en,https://www.bceao.int/en,https://www.bceao.int/en,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-03;2026-05;2026-06;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-gw-7b4fe4e9d2eb6e03,ra-route-f7da375bfb0135bcddd5,GW,Guinea-Bissau,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-gy-2ddd49390615d0e0,ra-route-ea4607ad92969f255966,GY,Guyana,Bank of Guyana,central_banking;prudential_supervision,http://www.bankofguyana.org.gy/,https://bankofguyana.org.gy/bog/images/communications/press_release/BOG%20Notice.pdf,https://bankofguyana.org.gy/bog3/images/communications/press_release/BOG%20Notice.pdf,authority-owned,detail_document,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-hn-c85200d2c2bd24ae,ra-route-5ffc36d81ff7c9cac694,HN,Honduras,Unidad de Inteligencia Financiera (UIF-Honduras),financial_intelligence,http://pplaft.cnbs.gob.hn/,https://pplaft.cnbs.gob.hn/blog/2023/03/24/oficio-uif-166-2023-comunicacion-nueva-actualizacion-a-la-lista-de-sanciones/,https://pplaft.cnbs.gob.hn/blog/2023/03/24/oficio-uif-166-2023-comunicacion-nueva-actualizacion-a-la-lista-de-sanciones/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,es,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-hk-16710b137d241feb,ra-route-09b7c801931219ad981f,HK,Hong Kong,Hong Kong Monetary Authority,central_banking;prudential_supervision,https://www.hkma.gov.hk/eng,https://www.hkma.gov.hk/eng/key-functions/banking/banking-conduct-supervision/,https://www.hkma.gov.hk/eng/key-functions/banking/banking-conduct-supervision/,authority-owned,enforcement_archive,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,2024-10,2024-10,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-hk-50aea01e0ac49ba6,ra-route-326e1fa0ba5a016f262b,HK,Hong Kong,Mandatory Provident Fund Schemes Authority,pensions,https://www.mpfa.org.hk/,https://www.mpfa.org.hk/enforcement/overview,https://www.mpfa.org.hk/enforcement/overview,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-hu-5ccbdefbc824ee11,ra-route-cd57815d1e35905b38c2,HU,Hungary,Central Bank of Hungary,central_banking,http://felugyelet.mnb.hu/en/,https://www.mnb.hu/en/reserve-management/decision-making-levels,https://www.mnb.hu/en/reserve-management/decision-making-levels,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-is-c2c65bf8b9d7ee90,ra-route-9983a74b2e94b5f05a21,IS,Iceland,Central Bank of Iceland,central_banking;prudential_supervision;securities,https://www.cb.is/,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-is-cada47c6ac649ceb,ra-route-d880d6fed580957a7d89,IS,Iceland,Financial Supervisory Authority of Iceland,prudential_supervision,http://en.fme.is/,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,https://cb.is/news-and-publications/events/?category=72f27799-bbe1-4a72-87a7-0164438ef63f&tags=monetary%20policy%20committee,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-in-612c12d110b27ae3,ra-route-a12dc5d5f4b5a4463551,IN,India,International Financial Services Centres Authority (IFSCA),insurance;pensions,https://www.ifsca.gov.in/,https://ifsca.gov.in/Pages/Contents/About_Enforcement,https://ifsca.gov.in/Pages/Contents/About_Enforcement,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
